match_id,neutral_venue,toss_winner,toss_decision,eliminator
1136613,0,Rajasthan Royals,bat,N
1136614,0,Sunrisers Hyderabad,bat,N
1136615,0,Delhi Daredevils,bat,N
1136616,0,Chennai Super Kings,field,N
1136617,0,Chennai Super Kings,field,N
1136618,0,Rajasthan Royals,field,N
1136619,0,Kolkata Knight Riders,field,N
1136620,0,Chennai Super Kings,field,N
1175356,0,Chennai Super Kings,field,N
1175357,0,Kolkata Knight Riders,field,N
1175358,0,Mumbai Indians,field,N
1175359,0,Rajasthan Royals,field,N
1175360,0,Delhi Capitals,bat,N
1175361,0,Kings XI Punjab,field,N
1175362,0,Royal Challengers Bangalore,field,N
1175363,0,Rajasthan Royals,bat,N
1175364,0,Kings XI Punjab,field,N
1175365,0,Delhi Capitals,field,Y
1175366,0,Royal Challengers Bangalore,field,N
1175367,0,Rajasthan Royals,field,N
1175368,0,Delhi Capitals,field,N
1175369,0,Rajasthan Royals,field,N
1175370,0,Chennai Super Kings,field,N
1175371,0,Sunrisers Hyderabad,field,N
1175372,0,Kolkata Knight Riders,field,N
1178393,0,Chennai Super Kings,bat,N
1178394,0,Sunrisers Hyderabad,field,N
1178395,0,Delhi Capitals,field,N
1178396,0,Kolkata Knight Riders,field,N
1178397,0,Kings XI Punjab,field,N
1178398,0,Chennai Super Kings,field,N
1178399,0,Mumbai Indians,field,N
1178400,0,Chennai Super Kings,field,N
1178401,0,Delhi Capitals,field,N
1178402,0,Rajasthan Royals,field,N
1178403,0,Royal Challengers Bangalore,field,N
1178404,0,Chennai Super Kings,field,N
1178405,0,Sunrisers Hyderabad,field,N
1178406,0,Mumbai Indians,field,N
1178407,0,Rajasthan Royals,field,N
1178408,0,Chennai Super Kings,bat,N
1178409,0,Mumbai Indians,bat,N
1178410,0,Kolkata Knight Riders,field,N
1178411,0,Rajasthan Royals,field,N
1178412,0,Delhi Capitals,field,N
1178413,0,Sunrisers Hyderabad,field,N
1178414,0,Chennai Super Kings,field,N
1178415,0,Delhi Capitals,field,N
1178416,0,Chennai Super Kings,field,N
1178417,0,Kings XI Punjab,field,N
1178418,0,Rajasthan Royals,field,N
1178419,0,Chennai Super Kings,field,N
1178420,0,Rajasthan Royals,field,N
1178421,0,Delhi Capitals,bat,N
1178422,0,Mumbai Indians,field,N
1178423,0,Kings XI Punjab,field,N
1178424,0,Rajasthan Royals,field,NA
1178425,0,Delhi Capitals,field,N
1178426,0,Mumbai Indians,bat,Y
1178427,0,Kolkata Knight Riders,field,N
1178428,0,Rajasthan Royals,bat,N
1178429,0,Royal Challengers Bangalore,field,N
1178430,0,Kings XI Punjab,field,N
1178431,0,Mumbai Indians,field,N
1181764,0,Chennai Super Kings,bat,N
1181766,0,Delhi Capitals,field,N
1181767,0,Chennai Super Kings,field,N
1181768,0,Mumbai Indians,bat,N
1216492,0,Chennai Super Kings,field,N
1216493,0,Kings XI Punjab,field,Y
1216494,0,Kolkata Knight Riders,bat,N
1216495,0,Sunrisers Hyderabad,field,N
1216496,0,Chennai Super Kings,field,N
1216497,0,Delhi Capitals,field,N
1216498,0,Sunrisers Hyderabad,field,N
1216499,0,Mumbai Indians,field,N
1216500,0,Rajasthan Royals,field,N
1216501,0,Kolkata Knight Riders,bat,N
1216502,0,Sunrisers Hyderabad,field,N
1216503,0,Kings XI Punjab,field,N
1216504,0,Rajasthan Royals,field,N
1216505,0,Delhi Capitals,field,N
1216506,0,Chennai Super Kings,field,N
1216507,0,Sunrisers Hyderabad,bat,N
1216508,0,Kolkata Knight Riders,field,N
1216509,0,Chennai Super Kings,bat,N
1216510,0,Royal Challengers Bangalore,field,N
1216511,0,Mumbai Indians,bat,N
1216512,0,Sunrisers Hyderabad,field,Y
1216513,0,Kings XI Punjab,bat,N
1216514,0,Rajasthan Royals,bat,N
1216515,0,Kolkata Knight Riders,field,N
1216516,0,Sunrisers Hyderabad,bat,N
1216517,0,Mumbai Indians,bat,Y
1216518,0,Sunrisers Hyderabad,field,N
1216519,0,Royal Challengers Bangalore,field,N
1216520,0,Kings XI Punjab,field,N
1216521,0,Mumbai Indians,field,N
1216522,0,Rajasthan Royals,bat,N
1216523,0,Kolkata Knight Riders,bat,N
1216524,0,Delhi Capitals,field,N
1216525,0,Royal Challengers Bangalore,bat,N
1216526,0,Kolkata Knight Riders,bat,N
1216527,0,Rajasthan Royals,field,N
1216528,0,Chennai Super Kings,bat,N
1216529,0,Delhi Capitals,bat,N
1216530,0,Rajasthan Royals,field,N
1216531,0,Royal Challengers Bangalore,bat,N
1216532,0,Delhi Capitals,field,N
1216533,0,Chennai Super Kings,bat,N
1216534,0,Sunrisers Hyderabad,field,N
1216535,0,Mumbai Indians,field,N
1216536,0,Chennai Super Kings,field,N
1216537,0,Rajasthan Royals,field,N
1216538,0,Mumbai Indians,bat,N
1216539,0,Chennai Super Kings,field,N
1216540,0,Royal Challengers Bangalore,bat,N
1216541,0,Mumbai Indians,bat,N
1216542,0,Sunrisers Hyderabad,bat,N
1216543,0,Delhi Capitals,bat,N
1216544,0,Royal Challengers Bangalore,bat,N
1216545,0,Sunrisers Hyderabad,bat,N
1216546,0,Delhi Capitals,bat,N
1216547,0,Mumbai Indians,field,Y
1237177,0,Delhi Capitals,field,N
1237178,0,Sunrisers Hyderabad,field,N
1237180,0,Delhi Capitals,bat,N
1237181,0,Delhi Capitals,bat,N
1254058,1,Royal Challengers Bangalore,bat,N
1254059,1,Delhi Capitals,bat,N
1254060,1,Sunrisers Hyderabad,field,N
1254061,1,Rajasthan Royals,field,N
1254062,1,Kolkata Knight Riders,field,N
1254063,1,Sunrisers Hyderabad,field,N
1254064,1,Rajasthan Royals,field,N
1254065,1,Chennai Super Kings,field,N
1254066,1,Mumbai Indians,bat,N
1254067,1,Royal Challengers Bangalore,bat,N
1254068,1,Delhi Capitals,field,N
1254069,1,Rajasthan Royals,field,N
1254070,1,Mumbai Indians,bat,N
1254071,1,Punjab Kings,bat,N
1254072,1,Kolkata Knight Riders,field,N
1254073,1,Royal Challengers Bangalore,field,N
1254074,1,Punjab Kings,field,N
